"OFFENSE_CODE","OFFENSE_CODE_EXTENSION","OFFENSE_TYPE_ID","OFFENSE_TYPE_NAME","OFFENSE_CATEGORY_ID","OFFENSE_CATEGORY_NAME","IS_CRIME","IS_TRAFFIC"
"4002","0","prostitution-procure-for","Procure for prostitution (trafficking, operating a bordelo)","public-disorder","Public Disorder","1","0"
"4002","1","prostitution-pimping","Pimping for prostitution","public-disorder","Public Disorder","1","0"
"4004","0","prostitution-engaging-in","Engaging in prostitution","public-disorder","Public Disorder","1","0"
"4004","1","prostitution","Prostitution","public-disorder","Public Disorder","1","0"
"4099","0","prostitution-aiding","Aiding the act of prostitution","public-disorder","Public Disorder","1","0"
"4099","1","prostituion-display-for","Display for prostitution","public-disorder","Public Disorder","1","0"
"4101","0","liquor-manufacturing","Manufacture of liquor","drug-alcohol","Drug & Alcohol","1","0"
"4102","0","liquor-sell","Illegal sale of liquor","drug-alcohol","Drug & Alcohol","1","0"
"4104","0","liquor-possession","Illegal possession of liquor","drug-alcohol","Drug & Alcohol","1","0"
"4105","0","liquor-misrepresent-age-minor","Liquor law violation","drug-alcohol","Drug & Alcohol","1","0"
"4199","0","liquor-other-viol","Liquor law violation - other","drug-alcohol","Drug & Alcohol","1","0"
"4200","0","public-intoxication","Public intoxication","drug-alcohol","Drug & Alcohol","1","0"
"4801","0","police-resisting-arrest","Resisting arrest","all-other-crimes","All Other Crimes","1","0"
"4802","0","police-obstruct-investigation","Obstruction of a criminal investigation","all-other-crimes","All Other Crimes","1","0"
"4803","0","police-false-information","Giving false information to police","all-other-crimes","All Other Crimes","1","0"
"4803","1","police-making-a-false-rpt","Making a false report to police","all-other-crimes","All Other Crimes","1","0"
"4807","0","police-refusing-aid-to","Refusing to aid an officer","all-other-crimes","All Other Crimes","1","0"
"4812","0","failure-to-report-abuse","Failure to report abuse","all-other-crimes","All Other Crimes","1","0"
"4813","0","police-disobey-lawful-order","Failure to obey a lawful order by police","all-other-crimes","All Other Crimes","1","0"
"4899","0","police-interference","Obstructing police","all-other-crimes","All Other Crimes","1","0"
"4901","0","escape","Escape of a prisoner","all-other-crimes","All Other Crimes","1","0"
"4903","0","escape-aiding","Aiding the escape of a prisoner","all-other-crimes","All Other Crimes","1","0"
"4999","0","escape-other","Escape or flight","all-other-crimes","All Other Crimes","1","0"
"5006","0","intimidation-of-a-witness","Intimidation of a witness","all-other-crimes","All Other Crimes","1","0"
"5007","0","obstruct-jud-court-order-vio","Obstructing a court order","all-other-crimes","All Other Crimes","1","0"
"5011","0","parole-violation","Parole violation","all-other-crimes","All Other Crimes","1","0"
"5012","0","probation-violation","Probation violation","all-other-crimes","All Other Crimes","1","0"
"5015","0","failure-to-appear","Failure to appear","all-other-crimes","All Other Crimes","1","0"
"5016","0","violation-of-restraining-order","Violation of a restraining order","all-other-crimes","All Other Crimes","1","0"
"5016","1","violation-of-court-order","Violation of a court order","all-other-crimes","All Other Crimes","1","0"
"5016","2","violation-of-custody-order","Violation of a court order","all-other-crimes","All Other Crimes","1","0"
"5099","0","obstructing-govt-operation","Obstruction of a government operation","all-other-crimes","All Other Crimes","1","0"
"5104","0","bribery","Bribery","all-other-crimes","All Other Crimes","1","0"
"5201","0","weapon-altering-serial-number","Altering the serial number","all-other-crimes","All Other Crimes","1","0"
"5202","0","weapon-carrying-concealed","Carrying a concealed weapon","all-other-crimes","All Other Crimes","1","0"
"5203","0","weapon-carrying-prohibited","Carrying a prohibited weapon","all-other-crimes","All Other Crimes","1","0"
"5206","0","explosive-incendiary-dev-use","Using an explosive/incendiary device","all-other-crimes","All Other Crimes","1","0"
"5207","0","explosives-posses","Possession of an explosive","all-other-crimes","All Other Crimes","1","0"
"5211","0","explosive-incendiary-dev-pos","Possession of an explosive/incendiary device","all-other-crimes","All Other Crimes","1","0"
"5212","0","weapon-poss-illegal-dangerous","Possession of an illegal/dangerous weapon","all-other-crimes","All Other Crimes","1","0"
"5212","1","weapon-by-prev-offender-powpo","Possession of a weapon - POWPO","all-other-crimes","All Other Crimes","1","0"
"5213","0","weapon-unlawful-discharge-of","Unlawful discharge of a weapon","all-other-crimes","All Other Crimes","1","0"
"5213","1","weapon-flourishing","Flourishing of a weapon","all-other-crimes","All Other Crimes","1","0"
"5214","0","weapon-unlawful-sale","Unlawful sale of a weapon","all-other-crimes","All Other Crimes","1","0"
"5215","0","bomb-threat","Bomb threat","all-other-crimes","All Other Crimes","1","0"
"5299","0","weapon-other-viol","Weapon - other","all-other-crimes","All Other Crimes","1","0"
"5302","0","riot-incite","Inciting a riot","public-disorder","Public Disorder","1","0"
"5303","0","riot","Engaging in  a riot","public-disorder","Public Disorder","1","0"
"5305","0","police-interference","Police Interference","all-other-crimes","All Other Crimes","1","0"
"5307","0","riot-unlawful-assembly","Unlawful assembly","all-other-crimes","All Other Crimes","1","0"
"5309","0","harassment","Harassment","public-disorder","Public Disorder","1","0"
"5309","1","harassment-dv","Harassment - DV","public-disorder","Public Disorder","1","0"
"5309","2","harassment-obscene","Obscene harassment","public-disorder","Public Disorder","1","0"
"5309","3","harassment-sexual-in-nature","Harassment - sexual in nature","public-disorder","Public Disorder","1","0"
"5310","0","pub-peace-desecrate-symb","Desecrating the flag","all-other-crimes","All Other Crimes","1","0"
"5311","0","public-fighting","Public fighting","all-other-crimes","All Other Crimes","1","0"
"5312","0","disturbing-the-peace","Disturbing the peace","public-disorder","Public Disorder","1","0"
"5313","0","curfew","Curfew","public-disorder","Public Disorder","1","0"
"5314","0","loitering","Loitering","public-disorder","Public Disorder","1","0"
"5315","0","public-peace-vagrancy","Vagrancy","public-disorder","Public Disorder","1","0"
"5399","0","public-peace-other","Public  peace - other","public-disorder","Public Disorder","1","0"
"5401","0","traffic-accident-hit-and-run","Traffic accident - hit and run","traffic-accident","Traffic Accident","0","1"
"5420","0","traffic-accident-dui-duid","Traffic accident - DUI-DUID","traffic-accident","Traffic Accident","0","1"
"5441","0","traffic-accident","Traffic accident","traffic-accident","Traffic Accident","0","1"
"5441","1","traffic-accident-sbi","Traffic accident - SBI","traffic-accident","Traffic Accident","0","1"
"5441","2","traffic-accident-fatal","Traffic accident - Fatal","traffic-accident","Traffic Accident","0","1"
"5441","3","traffic-accident-police","Traffic accident - Police","traffic-accident","Traffic Accident","0","1"
"5444","0","traf-habitual-offender","Habitual traffic offender","all-other-crimes","All Other Crimes","1","0"
"5450","0","traf-vehicular-homicide","Vehicular homicide","murder","Murder","1","1"
"5454","0","traf-impound-vehicle","Impound abandoned vehicle on right-of-way","all-other-crimes","All Other Crimes","1","0"
"5455","0","traf-vehicular-assault","Vehicular assault","all-other-crimes","All Other Crimes","1","1"
"5499","0","traf-other","Traffic offense - other","all-other-crimes","All Other Crimes","1","0"
"5499","1","vehicular-eluding","Vehicular eluding","all-other-crimes","All Other Crimes","1","0"
"5499","2","vehicular-eluding-no-chase","Vehicular eluding - no chase","all-other-crimes","All Other Crimes","1","0"
"5599","0","health-violations","Health & safety violations","all-other-crimes","All Other Crimes","1","0"
"5704","0","eavesdropping","Eavesdropping","all-other-crimes","All Other Crimes","1","0"
"5707","0","criminal-trespassing","Criminal trespassing","all-other-crimes","All Other Crimes","1","0"
"5799","0","wiretapping","Wiretapping","all-other-crimes","All Other Crimes","1","0"
"5801","0","contraband-possession","Possession of contraband","all-other-crimes","All Other Crimes","1","0"
"5802","0","contraband-into-prison","Smuggle contraband to prisoner","all-other-crimes","All Other Crimes","1","0"
"5999","0","election-law-violation","Election laws violation","all-other-crimes","All Other Crimes","1","0"
"6110","0","money-laundering","Money laundering","all-other-crimes","All Other Crimes","1","0"
"6199","0","tax-violations","Tax revenue violation","all-other-crimes","All Other Crimes","1","0"
"6201","0","animal-cruelty-to","Cruelty to animals","all-other-crimes","All Other Crimes","1","0"
"6205","0","illegal-dumping","Illegal dumping","all-other-crimes","All Other Crimes","1","0"
"6299","0","other-conservation-crime","Other conversation offense","all-other-crimes","All Other Crimes","1","0"
"6299","1","littering","Littering","all-other-crimes","All Other Crimes","1","0"
"6299","2","other-enviornment-animal-viol","Other environmental or animal offense","all-other-crimes","All Other Crimes","1","0"
"6299","3","animal-poss-of-dangerous","Possession of a dangerous animal","all-other-crimes","All Other Crimes","1","0"
"6300","0","money-laundering","Money laundering","all-other-crimes","All Other Crimes","1","0"
"7099","0","crimes-against-person-other","Crimes against a person - other","all-other-crimes","All Other Crimes","1","0"
"7099","1","homicide-conspiracy","Conspiracy to commit homicide","all-other-crimes","All Other Crimes","1","0"
"7099","2","homicide-solicitation","Solicitation to commit homicide","all-other-crimes","All Other Crimes","1","0"
"7099","3","reckless-endangerment","Reckless endangerment","all-other-crimes","All Other Crimes","1","0"
"7099","4","disarming-a-peace-officer","Disarming a peace officer","all-other-crimes","All Other Crimes","1","0"
"7099","5","homicide-accessory-to","Accessory to commit homicide","all-other-crimes","All Other Crimes","1","0"
"7199","0","property-crimes-other","Property crimes - other","all-other-crimes","All Other Crimes","1","0"
"7199","1","property-crimes-other","Property crimes - other","all-other-crimes","All Other Crimes","1","0"
"7299","0","morals-other-moral-off","Morals / decency offense - other","all-other-crimes","All Other Crimes","1","0"
"7399","0","public-order-crimes-other","Public order offense - other","all-other-crimes","All Other Crimes","1","0"
"7399","1","fireworks-possession","Possession of fireworks","all-other-crimes","All Other Crimes","1","0"
"7399","2","public-order-crimes-other","Public order offense - other","all-other-crimes","All Other Crimes","1","0"
"7399","3","accessory-conspiracy-to-crime","Accessory / conspiracy to crime","all-other-crimes","All Other Crimes","1","0"
"0199","0","sovereign-treason-viol","Treason","all-other-crimes","All Other Crimes","1","0"
"0399","0","immigration-violations","Immigration violation","all-other-crimes","All Other Crimes","1","0"
"0902","0","homicide-family","Homicide by a family member","murder","Murder","1","0"
"0903","0","hom-willful-kill-non-family-gu","Homicide by a stranger w/gun","murder","Murder","1","0"
"0904","0","hom-willful-kill-nonfam-wp","Homicide by a stranger w/weapon","murder","Murder","1","0"
"0907","0","homicide-police-by-gun","Homicide of a Police Officer w/gun","murder","Murder","1","0"
"0908","0","homicide-police-weapon","Homicide of a Police Officer w/weapon","murder","Murder","1","0"
"0910","0","homicide-negligent","Homicide by negligence","murder","Murder","1","0"
"0911","0","hom-wilful-kill-gun","Homicide by gun","murder","Murder","1","0"
"0912","0","homicide-other","Homicide by other means","murder","Murder","1","0"
"1003","0","kidnap-minor-to-sex-aslt","Kidnap minor to sexually assault","all-other-crimes","All Other Crimes","1","0"
"1004","0","kidnap-adult-to-sex-aslt","Kidnap adult to sexually assault","all-other-crimes","All Other Crimes","1","0"
"1005","0","kidnap-juvenile-victim","Kidnap a minor","all-other-crimes","All Other Crimes","1","0"
"1006","0","kidnap-adult-victim","Kidnap an adult","all-other-crimes","All Other Crimes","1","0"
"1006","1","kidnap-dv","Domestic violence kidnapping","all-other-crimes","All Other Crimes","1","0"
"1008","0","kidnap-abduct-no-ransom-aslt","Abduction without ransom or assault","all-other-crimes","All Other Crimes","1","0"
"1009","0","kidnap-hijack-aircraft","Hijack an aircraft","all-other-crimes","All Other Crimes","1","0"
"1010","0","kidnap-parental","Kidnapping by parent","all-other-crimes","All Other Crimes","1","0"
"1011","0","kidnap-minor-nonparental","Kidnapping of a minor by non-parent","all-other-crimes","All Other Crimes","1","0"
"1099","0","false-imprisonment","False Imprisonment","all-other-crimes","All Other Crimes","1","0"
"1101","0","sex-aslt-gun","Rape, perpetrator had a gun","sexual-assault","Sexual Assault","1","0"
"1102","0","sex-aslt-rape","Rape","sexual-assault","Sexual Assault","1","0"
"1102","1","sex-aslt-rape-pot","Rape by a person in a position of trust","sexual-assault","Sexual Assault","1","0"
"1103","0","sex-aslt-strong-arm","Rape using the threat of violence","sexual-assault","Sexual Assault","1","0"
"1109","0","sex-aslt-non-rape","Unlawful sexual contact ","sexual-assault","Sexual Assault","1","0"
"1109","1","sex-aslt-non-rape-pot","Unlawful sexual contact","sexual-assault","Sexual Assault","1","0"
"1112","0","sex-asslt-sodomy-boy-strng-arm","Sodomy of a male juvenile using bodily force","sexual-assault","Sexual Assault","1","0"
"1113","0","sex-asslt-sodomy-man-strng-arm","Sodomy of an adult male using bodily force","sexual-assault","Sexual Assault","1","0"
"1114","0","sex-asslt-sodomy-girl-strg-arm","Sodomy of a female juvenile using bodily force","sexual-assault","Sexual Assault","1","0"
"1115","0","sex-asslt-sodomy-woman-str-arm","Sodomy of an adult female using bodily force","sexual-assault","Sexual Assault","1","0"
"1116","0","sex-aslt-statutory-rape","Statutory rape","other-crimes-against-persons","Other Crimes Against Persons","1","0"
"1116","1","sex-aslt-statutory-rape-pot","Statutory rape by a person in a position of trust","other-crimes-against-persons","Other Crimes Against Persons","1","0"
"1199","0","sex-aslt-w-object","Sexual assault with an object","sexual-assault","Sexual Assault","1","0"
"1199","1","sex-aslt-w-object-pot","Sexual assault w/object by a person in a position of trust","sexual-assault","Sexual Assault","1","0"
"1201","0","robbery-business-gun","Robbery of a business using a gun","robbery","Robbery","1","0"
"1202","0","robbery-business","Robbery of a business using a weapon","robbery","Robbery","1","0"
"1203","0","robbery-busn-strong-arm","Robbery of a business using bodily force","robbery","Robbery","1","0"
"1204","0","robbery-street-gun","Robbery of a person in the open using a gun","robbery","Robbery","1","0"
"1205","0","robbery-street","Robbery of a person in the open","robbery","Robbery","1","0"
"1206","0","robbery-street-strong-arm","Robbery of a person in the open using bodily force","robbery","Robbery","1","0"
"1207","0","robbery-residence-gun","Robbery of a person in a residence using a gun","robbery","Robbery","1","0"
"1208","0","robbery-residence","Robbery of a person in a residence","robbery","Robbery","1","0"
"1209","0","robbery-resd-strong-arm","Robbery of a person in a residence using bodily force","robbery","Robbery","1","0"
"1210","0","robbery-purse-snatch-w-force","Forcible Purse Snatching","robbery","Robbery","1","0"
"1211","0","robbery-bank","Robbery of a bank","robbery","Robbery","1","0"
"1212","0","robbery-car-jacking","Carjacking - armed","robbery","Robbery","1","0"
"1299","0","robbery-other","Robbery - remarks","robbery","Robbery","1","0"
"1301","0","aslt-agg-family-gun","Assault causing serious bodily injury by a family member using a gun","aggravated-assault","Aggravated Assault","1","0"
"1302","0","aslt-agg-family-weapon","Assault causing serious bodily injury by a family member using a weapon","aggravated-assault","Aggravated Assault","1","0"
"1303","0","agg-aslt-strong-arm-dv","Assault causing serious bodily injury using bodily force - domestic violence","aggravated-assault","Aggravated Assault","1","0"
"1304","0","aslt-agg-non-family-gun","Assault causing serious bodily injury by a stranger using a gun","aggravated-assault","Aggravated Assault","1","0"
"1305","0","aslt-agg-non-family-weapon","Assault causing serious bodily injury by a stranger using a weapon","aggravated-assault","Aggravated Assault","1","0"
"1306","0","agg-aslt-strong-arm-nonfam","Assault causing serious bodily injury by a stranger using bodily force","aggravated-assault","Aggravated Assault","1","0"
"1310","0","aslt-agg-police-gun","Assault causing serious bodily injury of a police officer using a gun","all-other-crimes","All Other Crimes","1","0"
"1311","0","agg-aslt-police-weapon","Assault causing serious bodily injury of a police officer using a weapon","all-other-crimes","All Other Crimes","1","0"
"1312","0","agg-aslt-police-ofc-stng-arm","Assault causing serious bodily injury of a police officer using bodily force","all-other-crimes","All Other Crimes","1","0"
"1313","0","assault-simple","Assault causing minor bodily injury","other-crimes-against-persons","Other Crimes Against Persons","1","0"
"1313","1","assault-state","Assault causing minor bodily injury","other-crimes-against-persons","Other Crimes Against Persons","1","0"
"1313","2","assault-dv","Assault causing minor bodily injury - domestic violence","other-crimes-against-persons","Other Crimes Against Persons","1","0"
"1313","3","assault-police-simple","Assault causing minor bodily injury to a police officer","other-crimes-against-persons","Other Crimes Against Persons","1","0"
"1314","0","agg-aslt-gun-other","Assault causing serious bodily injury using a gun","aggravated-assault","Aggravated Assault","1","0"
"1314","1","weapon-fire-into-occ-veh","Weapon fired into an occupied vehicle","aggravated-assault","Aggravated Assault","1","0"
"1314","2","weapon-fire-into-occ-bldg","Weapon fired into an occupied building","aggravated-assault","Aggravated Assault","1","0"
"1315","0","aggravated-assault","Assault causing serious bodily injury","aggravated-assault","Aggravated Assault","1","0"
"1315","1","aggravated-assault-dv","Assault causing serious bodily injury - domestic violence","aggravated-assault","Aggravated Assault","1","0"
"1315","2","menacing-felony-w-weap","Threatening to imminently injure with a weapon","aggravated-assault","Aggravated Assault","1","0"
"1315","5","weapon-flourishing","Flourishing a weapon at another person","aggravated-assault","Aggravated Assault","1","0"
"1316","0","threats-to-injure","Threatening to injure","public-disorder","Public Disorder","1","0"
"1316","1","harassment-stalking-dv","Harassment by stalking - domestic violence","public-disorder","Public Disorder","1","0"
"1316","2","threats-city","Threatening to injure","public-disorder","Public Disorder","1","0"
"2005","0","arson-business","Arson of a business","arson","Arson","1","0"
"2006","0","arson-residence","Arson of a residence","arson","Arson","1","0"
"2007","0","arson-other","Arson","arson","Arson","1","0"
"2009","0","arson-public-building","Arson to a public building","arson","Arson","1","0"
"2099","0","arson-vehicle","Arson of a vehicle","arson","Arson","1","0"
"2101","0","extort-threat-inj-person","Extort-threaten to injure a person","all-other-crimes","All Other Crimes","1","0"
"2199","0","extortion","Extortion - other","all-other-crimes","All Other Crimes","1","0"
"2201","0","burglary-safe","Burglary of a safe","burglary","Burglary","1","0"
"2202","0","burglary-residence-by-force","Burglary of a residence with forced entry","burglary","Burglary","1","0"
"2202","1","burg-auto-theft-resd-w-force","Burglary and auto theft at a residence with forced entry","burglary","Burglary","1","0"
"2203","0","burglary-business-by-force","Burglary of a business with forced entry","burglary","Burglary","1","0"
"2203","1","burg-auto-theft-busn-w-force","Burglary and auto theft at a business with forced entry","burglary","Burglary","1","0"
"2204","0","burglary-residence-no-force","Burglary of a residence without forced entry","burglary","Burglary","1","0"
"2204","1","burg-auto-theft-resd-no-force","Burglary and auto theft at a residence without forced entry","burglary","Burglary","1","0"
"2205","0","burglary-business-no-force","Burglary of a business without forced entry","burglary","Burglary","1","0"
"2205","1","burg-auto-theft-busn-no-force","Burglary and auto theft at a business without forced entry","burglary","Burglary","1","0"
"2206","0","burglary-poss-of-tools","Possession of burglary tools","burglary","Burglary","1","0"
"2299","0","burglary-other","Burglary - other","burglary","Burglary","1","0"
"2301","0","theft-pick-pocket","Pocketpicking","larceny","Larceny","1","0"
"2302","0","theft-purse-snatch-no-force","Purse snatching without force","larceny","Larceny","1","0"
"2303","0","theft-shoplift","Shoplifting","larceny","Larceny","1","0"
"2304","0","theft-parts-from-vehicle","Theft of parts from a vehicle","theft-from-motor-vehicle","Theft from Motor Vehicle","1","0"
"2305","0","theft-items-from-vehicle","Theft of items from a vehicle","theft-from-motor-vehicle","Theft from Motor Vehicle","1","0"
"2307","0","burglary-vending-machine","Theft from a vending machine","larceny","Larceny","1","0"
"2308","0","theft-from-bldg","Theft from a building","larceny","Larceny","1","0"
"2309","0","theft-from-yards","Theft from a yard","larceny","Larceny","1","0"
"2310","0","theft-from-mails","Theft from a mailbox","larceny","Larceny","1","0"
"2311","0","larc-from-bank-type-inst","Theft from a bank","larceny","Larceny","1","0"
"2399","0","theft-other","Theft - other","larceny","Larceny","1","0"
"2399","1","theft-bicycle","Bicycle theft","larceny","Larceny","1","0"
"2399","2","theft-gas-drive-off","Theft of fuel by driving off without paying","larceny","Larceny","1","0"
"2399","3","theft-of-cable-services","Theft of cable services","larceny","Larceny","1","0"
"2399","4","theft-stln-veh-const-eqpt","Theft of construction equipment","auto-theft","Auto Theft","1","0"
"2399","5","theft-stln-vehicle-trailer","Theft of a trailer","auto-theft","Auto Theft","1","0"
"2402","0","theft-vehicle-strip","Vehicle stolen and stripped","theft-from-motor-vehicle","Theft from Motor Vehicle","1","0"
"2404","0","theft-of-motor-vehicle","Motor vehicle theft","auto-theft","Auto Theft","1","0"
"2411","0","theft-motor-veh-joy-ride","Unauthorized use of a vehicle or joy ride","auto-theft","Auto Theft","1","0"
"2501","0","forgery-checks","Forgery of checks","white-collar-crime","White Collar Crime","1","0"
"2503","0","forgery-counterfeit-of-obj","Counterfeiting an object","white-collar-crime","White Collar Crime","1","0"
"2503","1","altering-vin-number","Altering a vehicle VIN number","white-collar-crime","White Collar Crime","1","0"
"2504","0","forgery-pass-forged-obj","Passing forged documents","white-collar-crime","White Collar Crime","1","0"
"2505","0","forg-pass-counterfeit-obj","Passing counterfeited objects (tickets, bonds, etc)","white-collar-crime","White Collar Crime","1","0"
"2506","0","forgery-poss-of-forged-inst","Possession of a forged instrument","white-collar-crime","White Collar Crime","1","0"
"2506","1","forgery-poss-of-forged-ftd","Possession of a forged financial transaction device (credit & debit cards)","white-collar-crime","White Collar Crime","1","0"
"2507","0","forg-poss-counterfeit-obj","Possession of counterfeited objects (tickets, bonds, etc)","white-collar-crime","White Collar Crime","1","0"
"2508","0","forgery-posses-forge-device","Possession of counterfeiting device","white-collar-crime","White Collar Crime","1","0"
"2589","0","forgery-other","Forgery - other","white-collar-crime","White Collar Crime","1","0"
"2589","1","drug-forgery-to-obtain","Forgery to obtain drugs","white-collar-crime","White Collar Crime","1","0"
"2601","0","theft-confidence-game","Theft by confidence game","white-collar-crime","White Collar Crime","1","0"
"2602","0","theft-of-rental-property","Theft of rental property","white-collar-crime","White Collar Crime","1","0"
"2602","1","theft-fail-return-rent-veh","Failure to return rental vehicle","white-collar-crime","White Collar Crime","1","0"
"2604","0","fraud-identity-theft","Identity theft","white-collar-crime","White Collar Crime","1","0"
"2604","1","fraud-criminal-impersonation","Criminal impersonation","white-collar-crime","White Collar Crime","1","0"
"2604","2","fraud-gather-id-info-deception","Gathering personal information by deception","white-collar-crime","White Collar Crime","1","0"
"2604","3","fraud-possess-id-theft-tools","Possession of identity theft tools","white-collar-crime","White Collar Crime","1","0"
"2604","4","impersonation-of-police","Police impersonation","white-collar-crime","White Collar Crime","1","0"
"2605","0","theft-unauth-use-of-ftd","Unauthorized use of a financial transaction device","white-collar-crime","White Collar Crime","1","0"
"2605","1","fraud-unauthorized-use-of-ftd","Unauthorized use of a financial transaction device","white-collar-crime","White Collar Crime","1","0"
"2606","0","fraud-nsf-closed-account","Fraud by check due to insufficient funds","white-collar-crime","White Collar Crime","1","0"
"2607","0","fraud-by-telephone","Fraud by telephone","white-collar-crime","White Collar Crime","1","0"
"2608","0","fraud-by-wire","Fraud by wire","white-collar-crime","White Collar Crime","1","0"
